DATATIME,WINDSPEED,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDPOWER
2021/11/29 21:15:00.000,5.3,311,-9.2,79,823,14223.60242
2021/11/29 21:30:00.000,5.5,311,-9.3,80,823,14491.70667
2021/11/29 21:45:00.000,5.6,313,-9.4,80,823,14759.81091
2021/11/29 22:00:00.000,5.7,313,-9.5,81,823,15027.91515
2021/11/29 22:15:00.000,5.8,314,-9.6,81,823,15163.77879
2021/11/29 22:30:00.000,5.8,315,-9.7,80,823,15166.49606
2021/11/29 22:45:00.000,5.9,316,-9.7,80,822,15169.21333
2021/11/29 23:00:00.000,5.9,317,-9.8,79,822,15171.93061
2021/11/29 23:15:00.000,5.8,318,-9.8,79,822,15162.87303
2021/11/29 23:30:00.000,5.7,320,-9.9,78,822,15142.04061
2021/11/29 23:45:00.000,5.6,321,-9.9,78,822,15121.20818
2021/11/30 0:00:00.000,5.3,309,-9.2,82,822,14127.59212
2021/11/30 0:15:00.000,5.3,310,-9.1,82,822,14158.38788
2021/11/30 0:30:00.000,5.4,310,-9,81,822,14231.75424
2021/11/30 0:45:00.000,5.4,312,-8.9,81,822,14305.12061
2021/11/30 1:00:00.000,5.4,313,-8.8,80,822,14378.48697
2021/11/30 1:15:00.000,5.6,314,-8.7,80,822,15056.89939
2021/11/30 1:30:00.000,5.7,316,-8.7,79,822,16340.35788
2021/11/30 1:45:00.000,5.9,318,-8.7,79,822,17623.81636
2021/11/30 2:00:00.000,6,320,-8.7,78,822,18907.27485
2021/11/30 2:15:00.000,6.1,322,-8.7,78,822,20481.48152
2021/11/30 2:30:00.000,6.2,322,-8.8,77,822,22345.53061
2021/11/30 2:45:00.000,6.2,323,-8.8,77,821,24210.48545
2021/11/30 3:00:00.000,6.3,324,-8.9,76,821,26074.53455
2021/11/30 3:15:00.000,6.4,325,-8.9,76,821,27995.64636
2021/11/30 3:30:00.000,6.5,326,-9,76,821,29974.72667
2021/11/30 3:45:00.000,6.6,328,-9,77,821,31952.90121
2021/11/30 4:00:00.000,6.7,330,-9.1,77,821,33931.98152
2021/11/30 4:15:00.000,7,331,-9.3,77,821,35873.02
2021/11/30 4:30:00.000,7.4,332,-9.6,76,821,37776.92242
2021/11/30 4:45:00.000,7.9,333,-10,75,821,39679.91909
2021/11/30 5:00:00.000,8.3,333,-10.3,74,821,41583.82152
2021/11/30 5:15:00.000,8.6,334,-10.7,74,821,43053.86606
2021/11/30 5:30:00.000,8.9,333,-11.2,73,821,44090.05273
2021/11/30 5:45:00.000,9,332,-11.7,72,821,45126.23939
2021/11/30 6:00:00.000,9.3,332,-12.2,71,821,45814.56478
2021/11/30 6:15:00.000,9.5,331,-12.7,70,821,45787.53962
2021/11/30 6:30:00.000,9.5,330,-13,70,821,45824.45677
2021/11/30 6:45:00.000,9.7,330,-13.4,71,822,45729.0859
2021/11/30 7:00:00.000,9.7,330,-13.7,71,822,45622.70538
2021/11/30 7:15:00.000,9.8,329,-13.9,71,822,45985.33018
2021/11/30 7:30:00.000,9.8,329,-14,70,822,45879.74418
2021/11/30 7:45:00.000,10,329,-14.1,69,822,45977.27138
2021/11/30 8:00:00.000,10,328,-14.2,68,822,45758.32936
2021/11/30 8:15:00.000,10,328,-14.2,68,822,45380.75727
2021/11/30 8:30:00.000,10.1,328,-14.1,67,822,44981.31818
2021/11/30 8:45:00.000,10.1,327,-13.9,66,823,44581.87909
2021/11/30 9:00:00.000,10.2,327,-13.8,65,823,44182.44
2021/11/30 9:15:00.000,10.2,326,-13.6,64,823,43973.21
2021/11/30 9:30:00.000,10.2,325,-13.3,63,823,43956.00061
2021/11/30 9:45:00.000,10.3,325,-13.1,62,823,43938.79121
2021/11/30 10:00:00.000,10.2,324,-12.8,61,823,43921.58182
2021/11/30 10:15:00.000,10.4,323,-12.6,60,823,43985.89061
2021/11/30 10:30:00.000,10.4,323,-12.4,59,823,44132.62333
2021/11/30 10:45:00.000,10.5,322,-12.2,59,823,44280.26182
2021/11/30 11:00:00.000,10.5,322,-12,58,823,44426.99455
2021/11/30 11:15:00.000,10.6,322,-11.8,58,823,44588.21939
2021/11/30 11:30:00.000,10.7,321,-11.6,57,823,44763.03061
2021/11/30 11:45:00.000,10.9,321,-11.5,57,823,44937.84182
2021/11/30 12:00:00.000,11,320,-11.3,56,823,45112.65303
2021/11/30 12:15:00.000,11,319,-11.1,56,823,45151.60061
2021/11/30 12:30:00.000,10.8,319,-11,55,823,45052.87303
2021/11/30 12:45:00.000,10.8,319,-10.9,54,823,44955.05121
2021/11/30 13:00:00.000,10.6,319,-10.8,53,823,44856.32364
2021/11/30 13:15:00.000,10.6,318,-10.7,53,823,44830.96242
2021/11/30 13:30:00.000,10.6,317,-10.7,53,823,44878.06182
2021/11/30 13:45:00.000,10.6,317,-10.6,54,822,44924.25545
2021/11/30 14:00:00.000,10.6,316,-10.6,54,822,44971.35485
2021/11/30 14:15:00.000,10.8,316,-10.6,54,822,45226.77848
2021/11/30 14:30:00.000,11.2,316,-10.6,54,822,45787.14059
2021/11/30 14:45:00.000,11.5,317,-10.6,53,822,45895.31841
2021/11/30 15:00:00.000,11.9,317,-10.6,53,822,45601.79879
2021/11/30 15:15:00.000,12,317,-10.7,53,822,45600.79405
2021/11/30 15:30:00.000,11.7,317,-10.8,54,822,45797.79632
2021/11/30 15:45:00.000,11.5,316,-10.9,55,822,45887.49325
2021/11/30 16:00:00.000,11.2,316,-11,56,822,45836.08263
2021/11/30 16:15:00.000,11.1,315,-11.2,56,822,45829.55226
2021/11/30 16:30:00.000,11.1,315,-11.4,57,822,45676.62166
2021/11/30 16:45:00.000,11.2,314,-11.6,57,822,45623.98314
2021/11/30 17:00:00.000,11.2,314,-11.8,58,822,45706.90492
2021/11/30 17:15:00.000,11.2,313,-11.9,58,822,45612.26953
2021/11/30 17:30:00.000,11.3,312,-11.9,57,822,45933.11605
2021/11/30 17:45:00.000,11.3,312,-11.9,57,822,45802.66276
2021/11/30 18:00:00.000,11.3,311,-11.9,56,822,45895.98795
2021/11/30 18:15:00.000,11.4,311,-11.9,56,822,45789.26217
2021/11/30 18:30:00.000,11.6,311,-12,56,822,45773.63569
2021/11/30 18:45:00.000,11.8,311,-12,55,822,45691.30509
2021/11/30 19:00:00.000,11.9,311,-12.1,55,822,45909.21948
2021/11/30 19:15:00.000,12.1,311,-12.1,55,822,45664.23454
2021/11/30 19:30:00.000,12.2,311,-12.2,56,822,45971.49923
2021/11/30 19:45:00.000,12.3,311,-12.3,57,822,45768.46192
2021/11/30 20:00:00.000,12.5,311,-12.4,58,822,45870.43205
2021/11/30 20:15:00.000,12.5,311,-12.4,58,822,45859.13382
2021/11/30 20:30:00.000,12.5,312,-12.4,59,822,45910.11996
2021/11/30 20:45:00.000,12.6,312,-12.5,60,822,45867.92808
2021/11/30 21:00:00.000,12.6,313,-12.5,61,822,45949.75843
2021/11/30 21:15:00.000,12.5,313,-12.5,61,822,45694.65523
2021/11/30 21:30:00.000,12.4,314,-12.5,61,822,45668.82542
2021/11/30 21:45:00.000,12.3,314,-12.4,61,822,45805.38292
2021/11/30 22:00:00.000,12.2,315,-12.4,61,822,45614.58163
2021/11/30 22:15:00.000,12.1,315,-12.4,61,822,45757.52084
2021/11/30 22:30:00.000,11.8,316,-12.4,61,822,45707.95917
2021/11/30 22:45:00.000,11.6,316,-12.5,61,822,45867.83021
2021/11/30 23:00:00.000,11.3,317,-12.5,61,822,45913.96928
2021/11/30 23:15:00.000,11.1,318,-12.5,61,822,45611.11951
2021/11/30 23:30:00.000,10.8,318,-12.6,61,822,45683.66788
2021/11/30 23:45:00.000,10.5,319,-12.6,61,823,45702.35958
2021/12/1 0:00:00.000,9.5,322,-12.8,61,823,45882.06656
2021/12/1 0:15:00.000,9.3,322,-12.8,61,823,45687.71499
2021/12/1 0:30:00.000,9.2,321,-12.9,61,823,45701.05019
2021/12/1 0:45:00.000,9.1,320,-12.9,62,823,45668.52259
2021/12/1 1:00:00.000,9,320,-13,62,823,45721.25688
2021/12/1 1:15:00.000,8.9,320,-13,62,823,45806.95735
2021/12/1 1:30:00.000,9,320,-13,62,823,45701.18918
2021/12/1 1:45:00.000,9.1,319,-13.1,62,824,45761.17352
2021/12/1 2:00:00.000,9.2,320,-13.1,62,824,45671.5662
2021/12/1 2:15:00.000,9.2,320,-13.1,62,824,45982.57869
2021/12/1 2:30:00.000,9.3,321,-13.2,62,824,45827.92301
2021/12/1 2:45:00.000,9.4,321,-13.2,63,824,45894.84268
2021/12/1 3:00:00.000,9.5,321,-13.3,63,824,45968.30314
2021/12/1 3:15:00.000,9.6,322,-13.3,63,824,45651.43075
2021/12/1 3:30:00.000,9.7,323,-13.3,63,824,45708.86615
2021/12/1 3:45:00.000,9.7,323,-13.4,63,823,45984.50845
2021/12/1 4:00:00.000,9.8,324,-13.4,63,823,45901.65934
2021/12/1 4:15:00.000,9.8,324,-13.4,63,823,45990.98512
2021/12/1 4:30:00.000,9.8,324,-13.4,64,823,45925.37797
2021/12/1 4:45:00.000,9.8,325,-13.3,64,823,45460.36
2021/12/1 5:00:00.000,9.8,325,-13.3,65,823,45359.42
2021/12/1 5:15:00.000,9.7,324,-13.3,65,823,45093.84
2021/12/1 5:30:00.000,9.6,323,-13.2,65,823,44663.62
2021/12/1 5:45:00.000,9.5,323,-13.2,65,824,44234.38
2021/12/1 6:00:00.000,9.3,322,-13.1,65,824,43804.16
2021/12/1 6:15:00.000,9.2,322,-13.1,65,824,43154.42
2021/12/1 6:30:00.000,8.9,320,-13.2,65,824,42284.18
2021/12/1 6:45:00.000,8.7,320,-13.2,65,824,41413.94
2021/12/1 7:00:00.000,8.5,319,-13.3,65,824,40543.7
2021/12/1 7:15:00.000,8.4,318,-13.3,65,824,39406.9
2021/12/1 7:30:00.000,8.3,317,-13.2,65,824,38002.56
2021/12/1 7:45:00.000,8.2,317,-13.2,64,824,36599.2
2021/12/1 8:00:00.000,8.1,316,-13.1,64,824,35194.86
2021/12/1 8:15:00.000,8,316,-12.9,63,824,33340.7
2021/12/1 8:30:00.000,7.7,314,-12.5,61,824,31035.74
2021/12/1 8:45:00.000,7.4,313,-12.1,60,825,28729.8
2021/12/1 9:00:00.000,7.2,312,-11.7,58,825,26424.84
2021/12/1 9:15:00.000,6.9,311,-11.3,56,825,24290.4
2021/12/1 9:30:00.000,6.7,310,-10.9,55,825,22326.48
2021/12/1 9:45:00.000,6.5,308,-10.4,54,825,20363.54
2021/12/1 10:00:00.000,6.3,307,-10,53,825,18399.62
2021/12/1 10:15:00.000,6.3,306,-9.6,52,825,17201.08
2021/12/1 10:30:00.000,6.4,306,-9.2,51,825,16768.9
2021/12/1 10:45:00.000,6.6,306,-8.9,50,825,16336.72
2021/12/1 11:00:00.000,6.7,307,-8.5,49,825,15904.54
2021/12/1 11:15:00.000,6.9,306,-8.2,49,825,16065.26
2021/12/1 11:30:00.000,7,306,-7.9,48,825,16818.88
2021/12/1 11:45:00.000,7.1,305,-7.6,48,825,17573.48
2021/12/1 12:00:00.000,7.2,305,-7.3,47,825,18327.1
2021/12/1 12:15:00.000,7.4,305,-7.1,47,825,19214.98
2021/12/1 12:30:00.000,7.5,304,-6.9,47,825,20237.12
2021/12/1 12:45:00.000,7.6,304,-6.8,46,825,21258.28
2021/12/1 13:00:00.000,7.7,303,-6.6,46,825,22280.42
2021/12/1 13:15:00.000,7.6,303,-6.5,46,825,23234.94
2021/12/1 13:30:00.000,7.5,302,-6.5,46,825,24123.8
2021/12/1 13:45:00.000,7.6,301,-6.4,46,824,25011.68
2021/12/1 14:00:00.000,7.5,300,-6.4,46,824,25900.54
2021/12/1 14:15:00.000,7.4,299,-6.4,46,824,26658.08
2021/12/1 14:30:00.000,7.3,298,-6.5,46,824,27285.28
2021/12/1 14:45:00.000,7.4,297,-6.6,47,824,27912.48
2021/12/1 15:00:00.000,7.3,295,-6.7,47,824,28539.68
2021/12/1 15:15:00.000,7.3,294,-6.8,47,824,29532.42
2021/12/1 15:30:00.000,7.5,293,-7,48,824,30891.68
2021/12/1 15:45:00.000,7.7,293,-7.3,49,824,32250.94
2021/12/1 16:00:00.000,7.9,292,-7.5,50,824,33610.2
2021/12/1 16:15:00.000,8.1,292,-7.8,51,824,34800.9
2021/12/1 16:30:00.000,8.2,292,-8.1,52,824,35823.04
2021/12/1 16:45:00.000,8.3,293,-8.5,53,823,36845.18
2021/12/1 17:00:00.000,8.5,293,-8.8,54,823,37867.32
2021/12/1 17:15:00.000,8.5,293,-9,54,823,38940.42
2021/12/1 17:30:00.000,8.6,293,-9.1,54,823,40063.5
2021/12/1 17:45:00.000,8.6,294,-9.2,54,823,41186.58
2021/12/1 18:00:00.000,8.8,294,-9.3,54,823,42309.66
2021/12/1 18:15:00.000,8.8,294,-9.4,54,823,43311.22
2021/12/1 18:30:00.000,8.9,294,-9.5,54,823,44191.26
2021/12/1 18:45:00.000,9,294,-9.5,53,823,45072.28
2021/12/1 19:00:00.000,9,293,-9.6,53,823,45676.31764
2021/12/1 19:15:00.000,9,293,-9.6,53,823,45920.095
2021/12/1 19:30:00.000,9.1,293,-9.6,52,823,45879.01396
2021/12/1 19:45:00.000,9.2,292,-9.5,52,822,45797.0516
2021/12/1 20:00:00.000,9.3,292,-9.5,51,822,45731.52026
2021/12/1 20:15:00.000,9.3,292,-9.5,51,822,45863.97072
2021/12/1 20:30:00.000,9.3,291,-9.5,51,822,45907.75112
2021/12/1 20:45:00.000,9.3,291,-9.5,50,822,45928.23507
2021/12/1 21:00:00.000,9.4,291,-9.5,50,822,45654.76602
2021/12/1 21:15:00.000,9.4,291,-9.5,50,822,45698.84065
2021/12/1 21:30:00.000,9.4,291,-9.5,50,822,45751.28728
2021/12/1 21:45:00.000,9.4,290,-9.5,49,821,45847.41984
2021/12/1 22:00:00.000,9.4,290,-9.5,49,821,45673.60793
2021/12/1 22:15:00.000,9.5,290,-9.5,49,821,45751.88035
2021/12/1 22:30:00.000,9.6,290,-9.5,49,821,45967.10535
2021/12/1 22:45:00.000,9.6,289,-9.6,49,821,45950.32742
2021/12/1 23:00:00.000,9.7,289,-9.6,49,821,45953.64856
2021/12/1 23:15:00.000,9.7,289,-9.6,49,821,45931.85649
2021/12/1 23:30:00.000,9.8,289,-9.7,49,821,45616.68958
2021/12/1 23:45:00.000,9.8,289,-9.7,49,820,45962.3962
2021/12/2 0:00:00.000,10.2,286,-9.9,53,820,45853.80802
2021/12/2 0:15:00.000,10.3,287,-9.9,53,820,45967.12835
2021/12/2 0:30:00.000,10.5,287,-9.9,53,820,45986.01378
2021/12/2 0:45:00.000,10.6,288,-10,54,819,45928.25927
2021/12/2 1:00:00.000,10.7,288,-10,54,819,45712.21732
2021/12/2 1:15:00.000,10.9,289,-10,54,819,45925.41854
2021/12/2 1:30:00.000,11,289,-10,54,819,45727.14655
2021/12/2 1:45:00.000,11.2,289,-9.9,54,818,45818.15361
2021/12/2 2:00:00.000,11.4,290,-9.9,54,818,45694.23062
2021/12/2 2:15:00.000,11.6,290,-9.9,54,818,45690.63226
2021/12/2 2:30:00.000,11.7,290,-10,55,818,45682.0527
2021/12/2 2:45:00.000,11.8,290,-10,55,817,45924.22992
2021/12/2 3:00:00.000,11.9,290,-10.1,56,817,45720.1134
2021/12/2 3:15:00.000,12.1,290,-10.1,56,817,45759.18896
2021/12/2 3:30:00.000,12.3,291,-10.2,56,817,45891.11693
2021/12/2 3:45:00.000,12.4,291,-10.3,57,816,45829.53599
2021/12/2 4:00:00.000,12.5,291,-10.4,57,816,45756.35144
2021/12/2 4:15:00.000,12.6,292,-10.4,57,816,45827.97338
2021/12/2 4:30:00.000,12.7,292,-10.4,58,816,45881.98737
2021/12/2 4:45:00.000,12.8,293,-10.5,58,816,45773.6656
2021/12/2 5:00:00.000,12.9,293,-10.5,59,816,45740.86945
2021/12/2 5:15:00.000,13,294,-10.5,59,816,45952.29095
2021/12/2 5:30:00.000,12.9,294,-10.5,59,816,45656.92049
2021/12/2 5:45:00.000,12.8,294,-10.5,60,815,45789.18867
2021/12/2 6:00:00.000,12.8,295,-10.5,60,815,45993.59123
2021/12/2 6:15:00.000,12.8,295,-10.5,60,815,45822.84777
2021/12/2 6:30:00.000,12.7,295,-10.5,61,815,45656.5453
2021/12/2 6:45:00.000,12.6,295,-10.6,61,815,45831.4958
2021/12/2 7:00:00.000,12.5,295,-10.6,62,815,45836.32013
2021/12/2 7:15:00.000,12.4,295,-10.5,62,815,45661.4751
2021/12/2 7:30:00.000,12.3,296,-10.4,61,815,45862.09408
2021/12/2 7:45:00.000,12.3,296,-10.3,61,815,45929.95497
2021/12/2 8:00:00.000,12.2,296,-10.2,60,815,45945.64919
2021/12/2 8:15:00.000,11.9,296,-9.9,60,815,45745.01795
2021/12/2 8:30:00.000,11.6,296,-9.6,59,815,45618.56484
2021/12/2 8:45:00.000,11.2,296,-9.3,58,815,45834.165
2021/12/2 9:00:00.000,10.9,296,-9,57,815,45994.71595
2021/12/2 9:15:00.000,10.8,296,-8.8,57,815,45879.88104
2021/12/2 9:30:00.000,11,296,-8.5,56,815,45808.07377
2021/12/2 9:45:00.000,11.3,296,-8.3,55,815,45968.35204
2021/12/2 10:00:00.000,11.5,296,-8,54,815,45676.09684
2021/12/2 10:15:00.000,11.6,297,-7.7,53,815,45822.17505
2021/12/2 10:30:00.000,11.5,298,-7.4,52,815,45755.82368
2021/12/2 10:45:00.000,11.5,299,-7.1,51,814,45839.5921
2021/12/2 11:00:00.000,11.5,300,-6.8,50,814,45630.9924
2021/12/2 11:15:00.000,11.5,301,-6.6,50,814,45838.23007
2021/12/2 11:30:00.000,11.7,303,-6.4,50,814,45934.65763
2021/12/2 11:45:00.000,11.7,304,-6.1,49,814,45735.55422
2021/12/2 12:00:00.000,11.8,305,-5.9,49,814,45927.08406
2021/12/2 12:15:00.000,12,306,-5.8,49,814,45703.4424
2021/12/2 12:30:00.000,12.2,307,-5.8,49,814,45640.0849
2021/12/2 12:45:00.000,12.5,308,-5.7,50,814,45766.84575
2021/12/2 13:00:00.000,12.7,308,-5.7,50,814,45609.04956
2021/12/2 13:15:00.000,12.9,309,-5.7,50,814,45987.9952
2021/12/2 13:30:00.000,13.2,309,-5.8,50,814,45891.95922
2021/12/2 13:45:00.000,13.4,310,-5.8,49,814,45825.80297
2021/12/2 14:00:00.000,13.6,310,-5.9,49,814,45611.704
2021/12/2 14:15:00.000,13.8,310,-6,49,814,45695.94242
2021/12/2 14:30:00.000,13.6,310,-6.1,50,814,45949.65738
2021/12/2 14:45:00.000,13.5,310,-6.3,50,814,45603.70679
2021/12/2 15:00:00.000,13.3,310,-6.4,51,814,45808.08908
2021/12/2 15:15:00.000,13.3,310,-6.6,52,814,45601.47021
2021/12/2 15:30:00.000,13.3,311,-6.8,53,814,45708.64914
2021/12/2 15:45:00.000,13.4,311,-6.9,54,815,45627.91512
2021/12/2 16:00:00.000,13.4,312,-7.1,55,815,45951.56388
2021/12/2 16:15:00.000,13.4,311,-7.3,56,815,45978.84842
2021/12/2 16:30:00.000,13.4,310,-7.5,57,815,45985.76751
2021/12/2 16:45:00.000,13.4,310,-7.7,58,815,45677.29029
2021/12/2 17:00:00.000,13.4,309,-7.9,59,815,45610.05543
2021/12/2 17:15:00.000,13.4,309,-8,60,815,45694.65987
2021/12/2 17:30:00.000,13.4,310,-8,60,815,45974.28119
2021/12/2 17:45:00.000,13.4,310,-8.1,59,816,45708.56143
2021/12/2 18:00:00.000,13.4,310,-8.1,59,816,45718.1084
2021/12/2 18:15:00.000,13.4,311,-8.1,59,816,45838.3436
2021/12/2 18:30:00.000,13.3,312,-8.1,58,816,45822.03912
2021/12/2 18:45:00.000,13.3,313,-8.2,57,817,45689.89862
2021/12/2 19:00:00.000,13.2,313,-8.2,56,817,45676.22822
2021/12/2 19:15:00.000,13.2,314,-8.2,56,817,45901.91303
2021/12/2 19:30:00.000,13.2,315,-8.3,56,817,45824.50014
2021/12/2 19:45:00.000,13.2,315,-8.4,55,817,45774.98726
2021/12/2 20:00:00.000,13.2,316,-8.5,55,817,45795.24272
2021/12/2 20:15:00.000,13.2,316,-8.5,55,817,45857.90878
2021/12/2 20:30:00.000,13.2,316,-8.6,55,817,45985.3783
2021/12/2 20:45:00.000,13.1,317,-8.7,55,818,45677.27771
2021/12/2 21:00:00.000,13.1,317,-8.8,55,818,45916.01261
2021/12/2 21:15:00.000,13,317,-8.9,55,818,45810.2205
2021/12/2 21:30:00.000,12.9,317,-9,55,818,45932.92799
2021/12/2 21:45:00.000,12.8,318,-9.1,55,819,45779.84729
2021/12/2 22:00:00.000,12.7,318,-9.2,55,819,45739.80191
2021/12/2 22:15:00.000,12.6,319,-9.2,55,819,45801.36088
2021/12/2 22:30:00.000,12.3,320,-9.3,55,819,45981.56026
2021/12/2 22:45:00.000,12.1,320,-9.4,56,819,45809.44811
2021/12/2 23:00:00.000,11.9,321,-9.5,56,819,45737.9745
2021/12/2 23:15:00.000,11.7,322,-9.5,56,819,45916.09963
2021/12/2 23:30:00.000,11.6,322,-9.6,56,819,45992.52551
2021/12/2 23:45:00.000,11.5,322,-9.7,55,819,45949.82608
2021/12/3 0:00:00.000,10.5,324,-9.6,56,819,45209.48
2021/12/3 0:15:00.000,10.4,324,-9.7,56,819,44544.06
2021/12/3 0:30:00.000,10.6,322,-9.8,56,819,43910
2021/12/3 0:45:00.000,10.7,319,-9.8,57,819,43274.96
2021/12/3 1:00:00.000,10.9,317,-9.9,57,819,42640.9
2021/12/3 1:15:00.000,10.7,316,-9.9,58,819,41973.52
2021/12/3 1:30:00.000,10.3,316,-10,59,819,41272.82
2021/12/3 1:45:00.000,10,315,-10,60,819,40572.12
2021/12/3 2:00:00.000,9.5,315,-10.1,61,819,39871.42
2021/12/3 2:15:00.000,9.2,314,-10.1,63,819,39322.62
2021/12/3 2:30:00.000,8.9,313,-10.2,64,819,38926.7
2021/12/3 2:45:00.000,8.6,311,-10.2,66,820,38531.76
2021/12/3 3:00:00.000,8.4,310,-10.3,67,820,38135.84
2021/12/3 3:15:00.000,8.3,309,-10.3,69,820,37989.82
2021/12/3 3:30:00.000,8.3,308,-10.4,70,820,38093.7
2021/12/3 3:45:00.000,8.4,307,-10.5,71,820,38198.56
2021/12/3 4:00:00.000,8.4,306,-10.6,72,820,38302.44
2021/12/3 4:15:00.000,8.5,307,-10.6,72,820,38336.74
2021/12/3 4:30:00.000,8.6,307,-10.6,72,820,38301.46
2021/12/3 4:45:00.000,8.8,308,-10.7,72,820,38265.2
2021/12/3 5:00:00.000,8.9,308,-10.7,72,820,38229.92
2021/12/3 5:15:00.000,9,308,-10.7,72,820,38016.28
2021/12/3 5:30:00.000,9.2,308,-10.7,72,820,37625.26
2021/12/3 5:45:00.000,9.3,308,-10.7,72,820,37233.26
2021/12/3 6:00:00.000,9.5,309,-10.7,72,820,36842.24
2021/12/3 6:15:00.000,9.6,309,-10.7,72,820,36497.28
2021/12/3 6:30:00.000,9.7,309,-10.6,72,820,36200.34
2021/12/3 6:45:00.000,9.9,309,-10.6,71,820,35902.42
2021/12/3 7:00:00.000,10,309,-10.5,71,820,35605.48
2021/12/3 7:15:00.000,10.2,309,-10.4,71,820,35108.62
2021/12/3 7:30:00.000,10.2,309,-10.3,70,820,34411.84
2021/12/3 7:45:00.000,10.4,308,-10.1,69,821,33715.06
2021/12/3 8:00:00.000,10.5,308,-10,68,821,33018.28
2021/12/3 8:15:00.000,10.5,307,-9.7,67,821,32738.98
2021/12/3 8:30:00.000,10.4,306,-9.4,66,821,32877.16
2021/12/3 8:45:00.000,10.3,304,-9,64,821,33015.34
2021/12/3 9:00:00.000,10.2,303,-8.7,63,821,33153.52
2021/12/3 9:15:00.000,10,303,-8.3,61,821,33209.38
2021/12/3 9:30:00.000,9.7,302,-8,60,821,33182.92
2021/12/3 9:45:00.000,9.4,301,-7.6,59,821,33156.46
2021/12/3 10:00:00.000,9.1,300,-7.3,58,821,33130
2021/12/3 10:15:00.000,9,299,-6.9,56,821,33892.44
2021/12/3 10:30:00.000,9.1,299,-6.5,55,821,35444.76
2021/12/3 10:45:00.000,9.2,299,-6.1,54,821,36998.06
2021/12/3 11:00:00.000,9.4,299,-5.7,53,821,38550.38
2021/12/3 11:15:00.000,9.4,299,-5.4,52,821,39832.22
2021/12/3 11:30:00.000,9.5,300,-5.1,51,821,40842.6
2021/12/3 11:45:00.000,9.5,300,-4.8,50,821,41852.98
2021/12/3 12:00:00.000,9.6,301,-4.5,49,821,42863.36
2021/12/3 12:15:00.000,9.6,301,-4.3,49,821,43658.14
2021/12/3 12:30:00.000,9.5,300,-4,48,821,44237.32
2021/12/3 12:45:00.000,9.6,300,-3.8,48,821,44816.5
2021/12/3 13:00:00.000,9.5,300,-3.5,47,821,45395.68
2021/12/3 13:15:00.000,9.5,300,-3.4,47,821,45917.30965
2021/12/3 13:30:00.000,9.5,299,-3.3,47,821,45814.77885
2021/12/3 13:45:00.000,9.4,299,-3.2,46,821,45938.9579
2021/12/3 14:00:00.000,9.4,299,-3.1,46,821,45657.41754
2021/12/3 14:15:00.000,9.2,299,-3.1,46,821,45604.19951
2021/12/3 14:30:00.000,9,299,-3.2,46,821,45915.72938
2021/12/3 14:45:00.000,8.8,299,-3.3,45,822,45235.94
2021/12/3 15:00:00.000,8.5,299,-3.4,45,822,44899.8
2021/12/3 15:15:00.000,8.5,299,-3.6,45,822,45017.4
2021/12/3 15:30:00.000,8.9,300,-3.9,46,822,45755.78246
2021/12/3 15:45:00.000,9.2,301,-4.1,46,822,45693.62377
2021/12/3 16:00:00.000,9.5,302,-4.4,47,822,45941.38933
2021/12/3 16:15:00.000,9.7,302,-4.7,47,822,45979.70018
2021/12/3 16:30:00.000,9.7,302,-5.1,48,822,45988.1713
2021/12/3 16:45:00.000,9.7,302,-5.4,49,822,45806.41202
2021/12/3 17:00:00.000,9.7,302,-5.8,50,822,45830.18044
2021/12/3 17:15:00.000,9.7,302,-6.1,50,822,45297.68
2021/12/3 17:30:00.000,9.6,302,-6.2,50,822,44713.6
2021/12/3 17:45:00.000,9.5,303,-6.4,51,823,44130.5
2021/12/3 18:00:00.000,9.4,303,-6.5,51,823,43546.42
2021/12/3 18:15:00.000,9.2,304,-6.7,51,823,42864.34
2021/12/3 18:30:00.000,9.1,304,-6.9,52,823,42083.28
2021/12/3 18:45:00.000,8.8,305,-7,52,824,41302.22
2021/12/3 19:00:00.000,8.6,306,-7.2,53,824,40521.16
2021/12/3 19:15:00.000,8.5,306,-7.4,53,824,39777.34
2021/12/3 19:30:00.000,8.4,306,-7.5,54,824,39072.72
2021/12/3 19:45:00.000,8.4,307,-7.6,55,824,38367.12
2021/12/3 20:00:00.000,8.3,307,-7.7,56,824,37662.5
2021/12/3 20:15:00.000,8.3,308,-7.8,56,824,37086.26
2021/12/3 20:30:00.000,8.3,309,-7.9,57,824,36640.36
2021/12/3 20:45:00.000,8.4,310,-8,58,824,36194.46
2021/12/3 21:00:00.000,8.4,311,-8.1,59,824,35748.56
2021/12/3 21:15:00.000,8.3,313,-8.1,59,824,35161.54
2021/12/3 21:30:00.000,8.3,315,-8.2,59,824,34435.36
2021/12/3 21:45:00.000,8.2,316,-8.2,60,824,33709.18
2021/12/3 22:00:00.000,8.1,317,-8.3,60,824,32983
2021/12/3 22:15:00.000,8,318,-8.3,60,824,32188.22
2021/12/3 22:30:00.000,7.9,318,-8.4,61,824,31326.8
2021/12/3 22:45:00.000,7.7,318,-8.5,62,825,30464.4
2021/12/3 23:00:00.000,7.6,318,-8.6,63,825,29602.98
2021/12/3 23:15:00.000,7.4,318,-8.6,63,825,28776.84
2021/12/3 23:30:00.000,7.3,318,-8.7,64,825,27986.96
2021/12/3 23:45:00.000,7.2,318,-8.8,64,825,27197.08
